BOTTM     	4	44.170000000000002	19970130000000	10431	19970213000000	23 Tsawassen Blvd.	Tsawassen	Canada	Bottom-Dollar Markets	19970207000000	T2F 8M4	BC	2
SPLIR     	3	4.3399999999999999	19970131000000	10432	19970214000000	P.O. Box 555	Lander	USA	Split Rail Beer & Ale	19970207000000	82520	WY	2
PRINI     	3	73.829999999999998	19970203000000	10433	19970303000000	Estrada da saude n. 58	Lisboa	Portugal	Princesa Isabel Vinhos	19970304000000	1756		3
FOLKO     	3	17.920000000000002	19970203000000	10434	19970303000000	Akergatan 24	Bracke	Sweden	Folk och fa HB	19970213000000	S-844 67		2
CONSH     	8	9.2100000000000009	19970204000000	10435	19970318000000	Berkeley Gardens\n12  Brewery 	London	UK	Consolidated Holdings	19970207000000	WX1 6LT		2
BLONP     	3	156.66	19970205000000	10436	19970305000000	24, place Kleber	Strasbourg	France	Blondel pere et fils	19970211000000	67000		2
WARTH     	8	19.969999999999999	19970205000000	10437	19970305000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970212000000	90110		1
TOMSP     	3	8.2400000000000002	19970206000000	10438	19970306000000	Luisenstr. 48	Munster	Germany	Toms Spezialitaten	19970214000000	44087		2
MEREP     	6	4.0700000000000003	19970207000000	10439	19970307000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970210000000	H1J 1C3	Quebec	3
SAVEA     	4	86.530000000000001	19970210000000	10440	19970310000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970228000000	83720	ID	2
OLDWO     	3	73.019999999999996	19970210000000	10441	19970324000000	2743 Bering St.	Anchorage	USA	Old World Delicatessen	19970314000000	99508	AK	2
ERNSH     	3	47.939999999999998	19970211000000	10442	19970311000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970218000000	8010		2
REGGC     	8	13.949999999999999	19970212000000	10443	19970312000000	Strada Provinciale 124	Reggio Emilia	Italy	Reggiani Caseifici	19970214000000	42100		1
BERGS     	3	3.5	19970212000000	10444	19970312000000	Berguvsvagen  8	Lulea	Sweden	Berglunds snabbkop	19970221000000	S-958 22		3
BERGS     	3	9.3000000000000007	19970213000000	10445	19970313000000	Berguvsvagen  8	Lulea	Sweden	Berglunds snabbkop	19970220000000	S-958 22		1
TOMSP     	6	14.68	19970214000000	10446	19970314000000	Luisenstr. 48	Munster	Germany	Toms Spezialitaten	19970219000000	44087		1
RICAR     	4	68.659999999999997	19970214000000	10447	19970314000000	Av. Copacabana, 267	Rio de Janeiro	Brazil	Ricardo Adocicados	19970307000000	02389-890	RJ	2
RANCH     	4	38.82	19970217000000	10448	19970317000000	Av. del Libertador 900	Buenos Aires	Argentina	Rancho grande	19970224000000	1010		2
BLONP     	3	53.299999999999997	19970218000000	10449	19970318000000	24, place Kleber	Strasbourg	France	Blondel pere et fils	19970227000000	67000		2
VICTE     	8	7.2300000000000004	19970219000000	10450	19970319000000	2, rue du Commerce	Lyon	France	Victuailles en stock	19970311000000	69004		2
QUICK     	4	189.09	19970219000000	10451	19970305000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970312000000	01307		3
SAVEA     	8	140.25999999999999	19970220000000	10452	19970320000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970226000000	83720	ID	1
AROUT     	1	25.359999999999999	19970221000000	10453	19970321000000	Brook Farm\nStratford St. Mary	Colchester	UK	Around the Horn	19970226000000	CO7 6JX	Essex	2
LAMAI     	4	2.7400000000000002	19970221000000	10454	19970321000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970225000000	31000		3
WARTH     	8	180.44999999999999	19970224000000	10455	19970407000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970303000000	90110		2
KOENE     	8	8.1199999999999992	19970225000000	10456	19970408000000	Maubelstr. 90	Brandenburg	Germany	Koniglich Essen	19970228000000	14776		2
KOENE     	2	11.57	19970225000000	10457	19970325000000	Maubelstr. 90	Brandenburg	Germany	Koniglich Essen	19970303000000	14776		1
SUPRD     	7	147.06	19970226000000	10458	19970326000000	Boulevard Tirou, 255	Charleroi	Belgium	Supremes delices	19970304000000	B-6000		3
VICTE     	4	25.09	19970227000000	10459	19970327000000	2, rue du Commerce	Lyon	France	Victuailles en stock	19970228000000	69004		2
FOLKO     	8	16.27	19970228000000	10460	19970328000000	Akergatan 24	Bracke	Sweden	Folk och fa HB	19970303000000	S-844 67		1
LILAS     	1	148.61000000000001	19970228000000	10461	19970328000000	Carrera 52 con Ave. Bolivar #65-98 Llano Largo	Barquisimeto	Venezuela	LILA-Supermercado	19970305000000	3508	Lara	3
CONSH     	2	6.1699999999999999	19970303000000	10462	19970331000000	Berkeley Gardens\n12  Brewery 	London	UK	Consolidated Holdings	19970318000000	WX1 6LT		1
SUPRD     	5	14.779999999999999	19970304000000	10463	19970401000000	Boulevard Tirou, 255	Charleroi	Belgium	Supremes delices	19970306000000	B-6000		3
FURIB     	4	89	19970304000000	10464	19970401000000	Jardim das rosas n. 32	Lisboa	Portugal	Furia Bacalhau e Frutos do Mar	19970314000000	1675		2
VAFFE     	1	145.03999999999999	19970305000000	10465	19970402000000	Smagsloget 45	Arhus	Denmark	Vaffeljernet	19970314000000	8200		3
COMMI     	4	11.93	19970306000000	10466	19970403000000	Av. dos Lusiadas, 23	Sao Paulo	Brazil	Comercio Mineiro	19970313000000	05432-043	SP	1
MAGAA     	8	4.9299999999999997	19970306000000	10467	19970403000000	Via Ludovico il Moro 22	Bergamo	Italy	Magazzini Alimentari Riuniti	19970311000000	24100		2
KOENE     	3	44.119999999999997	19970307000000	10468	19970404000000	Maubelstr. 90	Brandenburg	Germany	Koniglich Essen	19970312000000	14776		3
WHITC     	1	60.18	19970310000000	10469	19970407000000	1029 - 12th Ave. S.	Seattle	USA	White Clover Markets	19970314000000	98124	WA	1
BONAP     	4	64.560000000000002	19970311000000	10470	19970408000000	12, rue des Bouchers	Marseille	France	Bon app'	19970314000000	13008		2
BSBEV     	2	45.590000000000003	19970311000000	10471	19970408000000	Fauntleroy Circus	London	UK	B's Beverages	19970318000000	EC2 5NT		3
SEVES     	8	4.2000000000000002	19970312000000	10472	19970409000000	90 Wadhurst Rd.	London	UK	Seven Seas Imports	19970319000000	OX15 4NB		1
ISLAT     	1	16.370000000000001	19970313000000	10473	19970327000000	Garden House\nCrowther Way	Cowes	UK	Island Trading	19970321000000	PO31 7PJ	Isle of Wight	3
PERIC     	5	83.489999999999995	19970313000000	10474	19970410000000	Calle Dr. Jorge Cash 321	Mexico D.F.	Mexico	Pericles Comidas clasicas	19970321000000	05033		2
SUPRD     	9	68.519999999999996	19970314000000	10475	19970411000000	Boulevard Tirou, 255	Charleroi	Belgium	Supremes delices	19970404000000	B-6000		1
HILAA     	8	4.4100000000000001	19970317000000	10476	19970414000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970324000000	5022	Tachira	3
PRINI     	5	13.02	19970317000000	10477	19970414000000	Estrada da saude n. 58	Lisboa	Portugal	Princesa Isabel Vinhos	19970325000000	1756		2
VICTE     	2	4.8099999999999996	19970318000000	10478	19970401000000	2, rue du Commerce	Lyon	France	Victuailles en stock	19970326000000	69004		3
RATTC     	3	708.95000000000005	19970319000000	10479	19970416000000	2817 Milton Dr.	Albuquerque	USA	Rattlesnake Canyon Grocery	19970321000000	87110	NM	3
FOLIG     	6	1.3500000000000001	19970320000000	10480	19970417000000	184, chaussee de Tournai	Lille	France	Folies gourmandes	19970324000000	59000		2
RICAR     	8	64.329999999999998	19970320000000	10481	19970417000000	Av. Copacabana, 267	Rio de Janeiro	Brazil	Ricardo Adocicados	19970325000000	02389-890	RJ	2
LAZYK     	1	7.4800000000000004	19970321000000	10482	19970418000000	12 Orchestra Terrace	Walla Walla	USA	Lazy K Kountry Store	19970410000000	99362	WA	3
WHITC     	7	15.279999999999999	19970324000000	10483	19970421000000	1029 - 12th Ave. S.	Seattle	USA	White Clover Markets	19970425000000	98124	WA	2
BSBEV     	3	6.8799999999999999	19970324000000	10484	19970421000000	Fauntleroy Circus	London	UK	B's Beverages	19970401000000	EC2 5NT		3
LINOD     	4	64.450000000000003	19970325000000	10485	19970408000000	Ave. 5 de Mayo Porlamar	I. de Margarita	Venezuela	LINO-Delicateses	19970331000000	4980	Nueva Esparta	2
HILAA     	1	30.530000000000001	19970326000000	10486	19970423000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970402000000	5022	Tachira	2
QUEEN     	2	71.069999999999993	19970326000000	10487	19970423000000	Alameda dos Canarios, 891	Sao Paulo	Brazil	Queen Cozinha	19970328000000	05487-020	SP	2
FRANK     	8	4.9299999999999997	19970327000000	10488	19970424000000	Berliner Platz 43	Munchen	Germany	Frankenversand	19970402000000	80805		2
PICCO     	6	5.29	19970328000000	10489	19970425000000	Geislweg 14	Salzburg	Austria	Piccolo und mehr	19970409000000	5020		2
HILAA     	7	210.19	19970331000000	10490	19970428000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970403000000	5022	Tachira	2
FURIB     	8	16.960000000000001	19970331000000	10491	19970428000000	Jardim das rosas n. 32	Lisboa	Portugal	Furia Bacalhau e Frutos do Mar	19970408000000	1675		3
BOTTM     	3	62.890000000000001	19970401000000	10492	19970429000000	23 Tsawassen Blvd.	Tsawassen	Canada	Bottom-Dollar Markets	19970411000000	T2F 8M4	BC	1
LAMAI     	4	10.640000000000001	19970402000000	10493	19970430000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970410000000	31000		3
COMMI     	4	65.989999999999995	19970402000000	10494	19970430000000	Av. dos Lusiadas, 23	Sao Paulo	Brazil	Comercio Mineiro	19970409000000	05432-043	SP	2
LAUGB     	3	4.6500000000000004	19970403000000	10495	19970501000000	2319 Elm St.	Vancouver	Canada	Laughing Bacchus Wine Cellars	19970411000000	V3F 2K1	BC	3
TRADH     	7	46.770000000000003	19970404000000	10496	19970502000000	Av. Ines de Castro, 414	Sao Paulo	Brazil	Tradicao Hipermercados	19970407000000	05634-030	SP	2
LEHMS     	7	36.210000000000001	19970404000000	10497	19970502000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970407000000	60528		1
HILAA     	8	29.75	19970407000000	10498	19970505000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970411000000	5022	Tachira	2
LILAS     	4	102.02	19970408000000	10499	19970506000000	Carrera 52 con Ave. Bolivar #65-98 Llano Largo	Barquisimeto	Venezuela	LILA-Supermercado	19970416000000	3508	Lara	2
LAMAI     	6	42.68	19970409000000	10500	19970507000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970417000000	31000		1
BLAUS     	9	8.8499999999999996	19970409000000	10501	19970507000000	Forsterstr. 57	Mannheim	Germany	Blauer See Delikatessen	19970416000000	68306		3
PERIC     	2	69.319999999999993	19970410000000	10502	19970508000000	Calle Dr. Jorge Cash 321	Mexico D.F.	Mexico	Pericles Comidas clasicas	19970429000000	05033		1
HUNGO     	6	16.739999999999998	19970411000000	10503	19970509000000	8 Johnstown Road	Cork	Ireland	Hungry Owl All-Night Grocers	19970416000000		Co. Cork	2
WHITC     	4	59.130000000000003	19970411000000	10504	19970509000000	1029 - 12th Ave. S.	Seattle	USA	White Clover Markets	19970418000000	98124	WA	3
MEREP     	3	7.1299999999999999	19970414000000	10505	19970512000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970421000000	H1J 1C3	Quebec	3
KOENE     	9	21.190000000000001	19970415000000	10506	19970513000000	Maubelstr. 90	Brandenburg	Germany	Koniglich Essen	19970502000000	14776		2
ANTON     	7	47.450000000000003	19970415000000	10507	19970513000000	Mataderos  2312	Mexico D.F.	Mexico	Antonio Moreno Taqueria	19970422000000	05023		1
OTTIK     	1	4.9900000000000002	19970416000000	10508	19970514000000	Mehrheimerstr. 369	Koln	Germany	Ottilies Kaseladen	19970513000000	50739		2
BLAUS     	4	0.14999999999999999	19970417000000	10509	19970515000000	Forsterstr. 57	Mannheim	Germany	Blauer See Delikatessen	19970429000000	68306		1
SAVEA     	6	367.63	19970418000000	10510	19970516000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970428000000	83720	ID	3
BONAP     	4	350.63999999999999	19970418000000	10511	19970516000000	12, rue des Bouchers	Marseille	France	Bon app'	19970421000000	13008		3
FAMIA     	7	3.5299999999999998	19970421000000	10512	19970519000000	Rua Oros, 92	Sao Paulo	Brazil	Familia Arquibaldo	19970424000000	05442-030	SP	2
WANDK     	7	105.65000000000001	19970422000000	10513	19970603000000	Adenauerallee 900	Stuttgart	Germany	Die Wandernde Kuh	19970428000000	70563		1
ERNSH     	3	789.95000000000005	19970422000000	10514	19970520000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970516000000	8010		2
QUICK     	2	204.47	19970423000000	10515	19970507000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970523000000	01307		1
HUNGO     	2	62.780000000000001	19970424000000	10516	19970522000000	8 Johnstown Road	Cork	Ireland	Hungry Owl All-Night Grocers	19970501000000		Co. Cork	3
NORTS     	3	32.07	19970424000000	10517	19970522000000	South House\n300 Queensbridge	London	UK	North/South	19970429000000	SW7 1RZ		3
TORTU     	4	218.15000000000001	19970425000000	10518	19970509000000	Avda. Azteca 123	Mexico D.F.	Mexico	Tortuga Restaurante	19970505000000	05033		2
CHOPS     	6	91.760000000000005	19970428000000	10519	19970526000000	Hauptstr. 31	Bern	Switzerland	Chop-suey Chinese	19970501000000	3012		3
SANTG     	7	13.369999999999999	19970429000000	10520	19970527000000	Erling Skakkes gate 78	Stavern	Norway	Sante Gourmet	19970501000000	4110		1
CACTU     	8	17.219999999999999	19970429000000	10521	19970527000000	Cerrito 333	Buenos Aires	Argentina	Cactus Comidas para llevar	19970502000000	1010		2
LEHMS     	4	45.329999999999998	19970430000000	10522	19970528000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970506000000	60528		1
SEVES     	7	77.629999999999995	19970501000000	10523	19970529000000	90 Wadhurst Rd.	London	UK	Seven Seas Imports	19970530000000	OX15 4NB		2
BERGS     	1	244.78999999999999	19970501000000	10524	19970529000000	Berguvsvagen  8	Lulea	Sweden	Berglunds snabbkop	19970507000000	S-958 22		2
BONAP     	1	11.06	19970502000000	10525	19970530000000	12, rue des Bouchers	Marseille	France	Bon app'	19970523000000	13008		2
WARTH     	4	58.590000000000003	19970505000000	10526	19970602000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970515000000	90110		2
QUICK     	7	41.899999999999999	19970505000000	10527	19970602000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970507000000	01307		1
GREAL     	6	3.3500000000000001	19970506000000	10528	19970520000000	2732 Baker Blvd.	Eugene	USA	Great Lakes Food Market	19970509000000	97403	OR	2
MAISD     	5	66.689999999999998	19970507000000	10529	19970604000000	Rue Joseph-Bens 532	Bruxelles	Belgium	Maison Dewey	19970509000000	B-1180		2
PICCO     	3	339.22000000000003	19970508000000	10530	19970605000000	Geislweg 14	Salzburg	Austria	Piccolo und mehr	19970512000000	5020		2
OCEAN     	7	8.1199999999999992	19970508000000	10531	19970605000000	Ing. Gustavo Moncada 8585\nPiso 20-A	Buenos Aires	Argentina	Oceano Atlantico Ltda.	19970519000000	1010		1
EASTC     	7	74.459999999999994	19970509000000	10532	19970606000000	35 King George	London	UK	Eastern Connection	19970512000000	WX3 6FW		3
FOLKO     	8	188.03999999999999	19970512000000	10533	19970609000000	Akergatan 24	Bracke	Sweden	Folk och fa HB	19970522000000	S-844 67		1
LEHMS     	8	27.940000000000001	19970512000000	10534	19970609000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970514000000	60528		2
ANTON     	4	15.640000000000001	19970513000000	10535	19970610000000	Mataderos  2312	Mexico D.F.	Mexico	Antonio Moreno Taqueria	19970521000000	05023		1
LEHMS     	3	58.880000000000003	19970514000000	10536	19970611000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970606000000	60528		2
RICSU     	1	78.849999999999994	19970514000000	10537	19970528000000	Starenweg 5	Geneve	Switzerland	Richter Supermarkt	19970519000000	1204		1
BSBEV     	9	4.8700000000000001	19970515000000	10538	19970612000000	Fauntleroy Circus	London	UK	B's Beverages	19970516000000	EC2 5NT		3
BSBEV     	6	12.359999999999999	19970516000000	10539	19970613000000	Fauntleroy Circus	London	UK	B's Beverages	19970523000000	EC2 5NT		3
QUICK     	3	1007.64	19970519000000	10540	19970616000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970613000000	01307		3
HANAR     	2	68.650000000000006	19970519000000	10541	19970616000000	Rua do Paco, 67	Rio de Janeiro	Brazil	Hanari Carnes	19970529000000	05454-876	RJ	1
KOENE     	1	10.949999999999999	19970520000000	10542	19970617000000	Maubelstr. 90	Brandenburg	Germany	Koniglich Essen	19970526000000	14776		3
LILAS     	8	48.170000000000002	19970521000000	10543	19970618000000	Carrera 52 con Ave. Bolivar #65-98 Llano Largo	Barquisimeto	Venezuela	LILA-Supermercado	19970523000000	3508	Lara	2
LONEP     	4	24.91	19970521000000	10544	19970618000000	89 Chiaroscuro Rd.	Portland	USA	Lonesome Pine Restaurant	19970530000000	97219	OR	1
LAZYK     	8	11.92	19970522000000	10545	19970619000000	12 Orchestra Terrace	Walla Walla	USA	Lazy K Kountry Store	19970626000000	99362	WA	2
VICTE     	1	194.72	19970523000000	10546	19970620000000	2, rue du Commerce	Lyon	France	Victuailles en stock	19970527000000	69004		3
SEVES     	3	178.43000000000001	19970523000000	10547	19970620000000	90 Wadhurst Rd.	London	UK	Seven Seas Imports	19970602000000	OX15 4NB		2
TOMSP     	3	1.4299999999999999	19970526000000	10548	19970623000000	Luisenstr. 48	Munster	Germany	Toms Spezialitaten	19970602000000	44087		2
QUICK     	5	171.24000000000001	19970527000000	10549	19970610000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970530000000	01307		1
GODOS     	7	4.3200000000000003	19970528000000	10550	19970625000000	C/ Romero, 33	Sevilla	Spain	Godos Cocina Tipica	19970606000000	41101		3
FURIB     	4	72.950000000000003	19970528000000	10551	19970709000000	Jardim das rosas n. 32	Lisboa	Portugal	Furia Bacalhau e Frutos do Mar	19970606000000	1675		3
HILAA     	2	83.219999999999999	19970529000000	10552	19970626000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970605000000	5022	Tachira	1
WARTH     	2	149.49000000000001	19970530000000	10553	19970627000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970603000000	90110		2
OTTIK     	4	120.97	19970530000000	10554	19970627000000	Mehrheimerstr. 369	Koln	Germany	Ottilies Kaseladen	19970605000000	50739		3
SAVEA     	6	252.49000000000001	19970602000000	10555	19970630000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970604000000	83720	ID	3
SIMOB     	2	9.8000000000000007	19970603000000	10556	19970715000000	Vinb?ltet 34	Kobenhavn	Denmark	Simons bistro	19970613000000	1734		1
LEHMS     	9	96.719999999999999	19970603000000	10557	19970617000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970606000000	60528		2
AROUT     	1	72.969999999999999	19970604000000	10558	19970702000000	Brook Farm\nStratford St. Mary	Colchester	UK	Around the Horn	19970610000000	CO7 6JX	Essex	2
BLONP     	6	8.0500000000000007	19970605000000	10559	19970703000000	24, place Kleber	Strasbourg	France	Blondel pere et fils	19970613000000	67000		1
FRANK     	8	36.649999999999999	19970606000000	10560	19970704000000	Berliner Platz 43	Munchen	Germany	Frankenversand	19970609000000	80805		1
FOLKO     	2	242.21000000000001	19970606000000	10561	19970704000000	Akergatan 24	Bracke	Sweden	Folk och fa HB	19970609000000	S-844 67		2
REGGC     	1	22.949999999999999	19970609000000	10562	19970707000000	Strada Provinciale 124	Reggio Emilia	Italy	Reggiani Caseifici	19970612000000	42100		1
RICAR     	2	60.43	19970610000000	10563	19970722000000	Av. Copacabana, 267	Rio de Janeiro	Brazil	Ricardo Adocicados	19970624000000	02389-890	RJ	2
RATTC     	4	13.75	19970610000000	10564	19970708000000	2817 Milton Dr.	Albuquerque	USA	Rattlesnake Canyon Grocery	19970616000000	87110	NM	3
MEREP     	8	7.1500000000000004	19970611000000	10565	19970709000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970618000000	H1J 1C3	Quebec	2
BLONP     	9	88.400000000000006	19970612000000	10566	19970710000000	24, place Kleber	Strasbourg	France	Blondel pere et fils	19970618000000	67000		1
HUNGO     	1	33.969999999999999	19970612000000	10567	19970710000000	8 Johnstown Road	Cork	Ireland	Hungry Owl All-Night Grocers	19970617000000		Co. Cork	1
GALED     	3	6.54	19970613000000	10568	19970711000000	Rambla de Cataluna, 23	Barcelona	Spain	Galeria del gastronomo	19970709000000	8022		3
RATTC     	5	58.979999999999997	19970616000000	10569	19970714000000	2817 Milton Dr.	Albuquerque	USA	Rattlesnake Canyon Grocery	19970711000000	87110	NM	1
MEREP     	3	188.99000000000001	19970617000000	10570	19970715000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970619000000	H1J 1C3	Quebec	3
ERNSH     	8	26.059999999999999	19970617000000	10571	19970729000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970704000000	8010		3
BERGS     	3	116.43000000000001	19970618000000	10572	19970716000000	Berguvsvagen  8	Lulea	Sweden	Berglunds snabbkop	19970625000000	S-958 22		2
ANTON     	7	84.840000000000003	19970619000000	10573	19970717000000	Mataderos  2312	Mexico D.F.	Mexico	Antonio Moreno Taqueria	19970620000000	05023		3
TRAIH     	4	37.600000000000001	19970619000000	10574	19970717000000	722 DaVinci Blvd.	Kirkland	USA	Trail's Head Gourmet Provisioners	19970630000000	98034	WA	2
MORGK     	5	127.34	19970620000000	10575	19970704000000	Heerstr. 22	Leipzig	Germany	Morgenstern Gesundkost	19970630000000	04179		1
TORTU     	3	18.559999999999999	19970623000000	10576	19970707000000	Avda. Azteca 123	Mexico D.F.	Mexico	Tortuga Restaurante	19970630000000	05033		3
TRAIH     	9	25.41	19970623000000	10577	19970804000000	722 DaVinci Blvd.	Kirkland	USA	Trail's Head Gourmet Provisioners	19970630000000	98034	WA	2
BSBEV     	4	29.600000000000001	19970624000000	10578	19970722000000	Fauntleroy Circus	London	UK	B's Beverages	19970725000000	EC2 5NT		3
LETSS     	1	13.73	19970625000000	10579	19970723000000	87 Polk St.\nSuite 5	San Francisco	USA	Let's Stop N Shop	19970704000000	94117	CA	2
OTTIK     	4	75.890000000000001	19970626000000	10580	19970724000000	Mehrheimerstr. 369	Koln	Germany	Ottilies Kaseladen	19970701000000	50739		3
FAMIA     	3	3.0099999999999998	19970626000000	10581	19970724000000	Rua Oros, 92	Sao Paulo	Brazil	Familia Arquibaldo	19970702000000	05442-030	SP	1
BLAUS     	3	27.710000000000001	19970627000000	10582	19970725000000	Forsterstr. 57	Mannheim	Germany	Blauer See Delikatessen	19970714000000	68306		2
WARTH     	2	7.2800000000000002	19970630000000	10583	19970728000000	Torikatu 38	Oulu	Finland	Wartian Herkku	19970704000000	90110		2
BLONP     	4	59.140000000000001	19970630000000	10584	19970728000000	24, place Kleber	Strasbourg	France	Blondel pere et fils	19970704000000	67000		1
WELLI     	7	13.41	19970701000000	10585	19970729000000	Rua do Mercado, 12	Resende	Brazil	Wellington Importadora	19970710000000	08737-363	SP	1
REGGC     	9	0.47999999999999998	19970702000000	10586	19970730000000	Strada Provinciale 124	Reggio Emilia	Italy	Reggiani Caseifici	19970709000000	42100		1
QUEDE     	1	62.520000000000003	19970702000000	10587	19970730000000	Rua da Panificadora, 12	Rio de Janeiro	Brazil	Que Delicia	19970709000000	02389-673	RJ	1
QUICK     	2	194.66999999999999	19970703000000	10588	19970731000000	Taucherstra?e 10	Cunewalde	Germany	QUICK-Stop	19970710000000	01307		3
GREAL     	8	4.4199999999999999	19970704000000	10589	19970801000000	2732 Baker Blvd.	Eugene	USA	Great Lakes Food Market	19970714000000	97403	OR	2
MEREP     	4	44.770000000000003	19970707000000	10590	19970804000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970714000000	H1J 1C3	Quebec	3
VAFFE     	1	55.920000000000002	19970707000000	10591	19970721000000	Smagsloget 45	Arhus	Denmark	Vaffeljernet	19970716000000	8200		1
LEHMS     	3	32.100000000000001	19970708000000	10592	19970805000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970716000000	60528		1
LEHMS     	7	174.19999999999999	19970709000000	10593	19970806000000	Magazinweg 7	Frankfurt a.M. 	Germany	Lehmanns Marktstand	19970813000000	60528		2
OLDWO     	3	5.2400000000000002	19970709000000	10594	19970806000000	2743 Bering St.	Anchorage	USA	Old World Delicatessen	19970716000000	99508	AK	2
ERNSH     	2	96.780000000000001	19970710000000	10595	19970807000000	Kirchgasse 6	Graz	Austria	Ernst Handel	19970714000000	8010		1
WHITC     	8	16.34	19970711000000	10596	19970808000000	1029 - 12th Ave. S.	Seattle	USA	White Clover Markets	19970812000000	98124	WA	1
PICCO     	7	35.119999999999997	19970711000000	10597	19970808000000	Geislweg 14	Salzburg	Austria	Piccolo und mehr	19970718000000	5020		3
RATTC     	1	44.420000000000002	19970714000000	10598	19970811000000	2817 Milton Dr.	Albuquerque	USA	Rattlesnake Canyon Grocery	19970718000000	87110	NM	3
BSBEV     	6	29.98	19970715000000	10599	19970826000000	Fauntleroy Circus	London	UK	B's Beverages	19970721000000	EC2 5NT		3
HUNGC     	4	45.130000000000003	19970716000000	10600	19970813000000	City Center Plaza\n516 Main St.	Elgin	USA	Hungry Coyote Import Store	19970721000000	97827	OR	1
HILAA     	7	58.299999999999997	19970716000000	10601	19970827000000	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	Venezuela	HILARION-Abastos	19970722000000	5022	Tachira	1
VAFFE     	8	2.9199999999999999	19970717000000	10602	19970814000000	Smagsloget 45	Arhus	Denmark	Vaffeljernet	19970722000000	8200		2
SAVEA     	8	48.770000000000003	19970718000000	10603	19970815000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970808000000	83720	ID	2
FURIB     	1	7.46	19970718000000	10604	19970815000000	Jardim das rosas n. 32	Lisboa	Portugal	Furia Bacalhau e Frutos do Mar	19970729000000	1675		1
MEREP     	1	379.13	19970721000000	10605	19970818000000	43 rue St. Laurent	Montreal	Canada	Mere Paillarde	19970729000000	H1J 1C3	Quebec	2
TRADH     	4	79.400000000000006	19970722000000	10606	19970819000000	Av. Ines de Castro, 414	Sao Paulo	Brazil	Tradicao Hipermercados	19970731000000	05634-030	SP	3
SAVEA     	5	200.24000000000001	19970722000000	10607	19970819000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970725000000	83720	ID	1
TOMSP     	4	27.789999999999999	19970723000000	10608	19970820000000	Luisenstr. 48	Munster	Germany	Toms Spezialitaten	19970801000000	44087		2
DUMON     	7	1.8500000000000001	19970724000000	10609	19970821000000	67, rue des Cinquante Otages	Nantes	France	Du monde entier	19970730000000	44000		2
LAMAI     	8	26.780000000000001	19970725000000	10610	19970822000000	1 rue Alsace-Lorraine	Toulouse	France	La maison d'Asie	19970806000000	31000		1
WOLZA     	6	80.650000000000006	19970725000000	10611	19970822000000	ul. Filtrowa 68	Warszawa	Poland	Wolski Zajazd	19970801000000	01-012		2
SAVEA     	1	544.08000000000004	19970728000000	10612	19970825000000	187 Suffolk Ln.	Boise	USA	Save-a-lot Markets	19970801000000	83720	ID	2
